Message,Positive_Match,Negative_Match,Polarity,Keywords,Tweet_Number
FYI Felines amp Ferrets are now known to be able to contract amp become ill from covid19 Its important to know about if u own these pets I shared a good resource from the University of IL Vet School a few days ago Research is still ongoing,important,None,positive,['university'],1077
AliBunkallSKY pinstripedline PhilippeCorbe Criticism from a monarchist where were the Commonwealth realms in a speach allegedly to unite all of usWith every speech people in Canada Oz and NZ hear less and less relevant to them There was a chance to speak to all here as we all feel more alone than ever sadly missed,None,criticism,negative,['canada'],1078
JohnTrydal TimLasson MichelleRempel Well wed have 10 billion a year to try wouldnt we And now Canada would need some cooperation from us to service and access the west So ya more leverage,leverage,None,positive,['canada'],1079
RT BonzoDog1 LbLouis thehill The same Canada that took in our planes on 911 is being targeted by Trumps vitriolHes made enemies of,None,enemies,negative,['canada'],1080
RT ubiworks To those of you not eligible to apply for the Canada Emergency Response Benefit CERB BasicIncome we are committed to pur,benefit,emergency,neutral,['canada'],1081
livyglizzy The Canada outside of the GTA,None,None,neutral,['canada'],1082
RayC18236079 QueenKrahn chalkmaster mikesasin ChidiNwatu realDonaldTrump Or this moron He knows words,None,moron,negative,None,1083
curtisgero brownsugar7878 ZeroFuncDemo notcapnamerica briebriejoy I feel like the university you are attending in Canada is not teaching you well Perhaps you should focus on that countryclearly you are overwhelmed with understanding social and political things in this one X,well,overwhelmed,positive,"['university', 'canada']",1084
For my baking friends barbcarra eyestray bjuul Heres why everyone you know is baking bread in quarantine CBC News,None,None,neutral,None,1085
RT MrTorontoGuy Trump We will block lifesaving PPE going to CanadaTrudeau We wont retaliate by blocking lifesaving essentials and p,trump,retaliate,neutral,None,1086
RT FlavioVolpe1 NEED HELP PLS SHAREHelp me to understand who has autoclaves readily available in their businesses Not who makes them,readily,None,positive,None,1087
JoeBiden This happens every single night in the lower mainland of British Columbia Canada 7pm,None,None,neutral,['canada'],1088
RT fillefossette University of Ghana School of Law,None,None,neutral,['university'],1089
RT DavidStaplesYEG MichelleRempel And just what is the plan to get out of this Taiwan went from producing million masks per day for,None,None,neutral,None,1090
Sad to hear this I saw her speak a number of times inspirational and committed As passionate a defender of Medicare as Canada as ever had cdnpoli,passionate,sad,positive,['canada'],1091
RT TorontoStar A group of clinicians and researchers from the University of Toronto and local academic hospitals created a website for he,None,None,neutral,['university'],1092
prxsciIIx lonely eyes comes right after changes and canada,right,lonely,neutral,['canada'],1093
RT TomthunkitsMind How deadly is the novel coronavirus A lab from Peking University has visualized the case fatality rate of the virus,None,virus,negative,['university'],1094
So our music shows got pretty much fucked in the eh but to keep you goslings content heres one of our favorites,pretty,None,positive,None,1095
TelAvivUni Sets Up Emergency Lab to Expand COVID19 Testing specialized lab run by TAU researchers and graduate students was built in 3 daysUniversity has b,None,emergency,negative,None,1096
RT happinessisab Get Free Toronto Canada 2018,free,None,positive,['canada'],1097
Were excited to announce 2 scholarships to attend the online HPER course commencing on 452020 One scholarship for a PhD student from ANY university and the other for a MonashFMNHS staff Deadline 1542020 Interested Email to get the application,excited,None,positive,['university'],1098
RT kathleenogrady Victoria Assigns Parks Staff To Start Growing Food For Residents HuffPost Canada,None,None,neutral,['canada'],1099
If you drink anything other than 1 or 2 you can get in your Prius and move to Canada,None,None,neutral,['canada'],1100
Youre the sun that rose again in my life Euphoria JUNGKOOK Its the 2year anniversary ThankYou for this beautiful songTrend 2YearsWithEuphoria Stream on YouTube JKEuphoriaTurns2 Euphoria,beautiful,None,positive,None,1101
Apparently Justin Bieber has just built a new house next to the Freeman Centre at the University of Sussex,None,None,neutral,['university'],1102
RT GovCanHealth To get through this together we must all stay apart PhysicalDistancing means you can still go to the grocery store as,None,None,neutral,None,1103
Whois47777 TeaSpillYT Yeah no as a Sephora girl in Canada can confirm im still getting paid,None,None,neutral,['canada'],1104
RT obunews Its time to share your OBU story Join in the conversation with myOBUstory Whether youre a student alumni faculty staff,None,None,neutral,None,1105
Jewel You Were Meant For Me 1995 kbradiothp internetradio,None,None,neutral,None,1106
ET CANADA BTS Member V Goes Viral With Video For StayingAtHomeChallenge V TAEHYUNG BTSV Purple You Taehyung,None,None,neutral,['canada'],1107
RT DavidStaplesYEG MichelleRempel Dr Tam trusted iffy evidence from China and praised Chinas work with the WHO but this led her to te,trusted,None,positive,None,1108
RT TomTSEC The lawsuit of Dimitrios Jim Karahalios against the Conservative Party of Canada will likely be full of interesting informat,interesting,conservative,neutral,['canada'],1109
RT daddytrehoe Has anyone who received partial tuition reimbursement or has asked for it have a template to work off of I really want t,work,None,positive,None,1110
RT SputnikInt MORE COVID19 death toll in US surpasses 9000 being third largest Johns Hopkins UniversitySputnikUpdates Coronaviru,None,toll,negative,None,1111
Quebec extends halt on nonessential activity to May 4 province approaches 8000 cases,None,None,neutral,None,1112
owenbaily1982 GambleWithLives DocSamantha just wanted to give a shout out to you all and your efforts to shine light I know over your way across the pond like here in Canada and around the world sometimes light is hard to see I see yours like I would a lighthouse,like,hard,positive,['canada'],1113
kkmohan73 Scientists from Twitter university like you,like,None,positive,['university'],1114
RT dcarmichael66 Urge Canada to End Its Shameful Seal Slaughter via PETA,None,slaughter,negative,['canada'],1115
RT DavidStaplesYEG MichelleRempel Most countries got it wrong but so did Canada largely on Dr Tams advice She was against mandato,None,wrong,negative,['canada'],1116
RT JPLuisi1 During WW2 Canada produced 800000 military vehicles 50000 tanks 40000 artillery pieces 1700000 small armsIn,None,tanks,negative,['canada'],1117
RT LorneNystrom A great person whom I knew personally Her first campaign was in 1944 as a 10 year old alongside her famous father Tommy,great,None,positive,None,1118
RT EdTechTeamCAN We know your role as an educator is changing We are here to help support you Join our 1hour live workshops for free,free,None,positive,None,1119
14 new cases of COVID19 in bringing total to 217 CBC News,None,None,neutral,None,1120
RT vinsint Dropped another one on SOUNDCLOUD im so fucking bored n lonely XOXO share like and repost if you mess wit it Canada,like,lonely,negative,['canada'],1121
RT cbcradio Starting tonight at 8 830 NT catch cbcradioq host Tom Power on a new weekly catch up show on CBC TV and CBC Ge,None,None,neutral,None,1122
RT timrichter Brandon motel turns into safe place for homeless during pandemic,safe,None,positive,None,1123
RT SmouchRN Karaoke night at the WUAA Alumni Conference The students got to see that the fun dont stop after graduation We still come,fun,None,positive,None,1124
BandTheGirls Ok good I mean no disrespect In fact it is said with respect used a lot in canada lol,good,disrespect,positive,['canada'],1125
A Pinkfooted Goose continues in Newfoundland and Labrador Canada ABARare birding,None,None,neutral,['canada'],1126
RT MHCC Its normal for situations like Novel Coronavirus COVID19 to affect your mental health ottawahealth has put together a l,like,None,positive,None,1127
RT Harryslaststand That is so sad She was a wonderful actress compassionate human being and the daughter of Tommy Douglas who set the f,compassionate,sad,positive,None,1128
